Sample Number (10000 samples per second),HR (mV)
22542,325.0
22543,325.0
22544,324.0
22545,321.0
22546,318.0
22547,317.0
22548,317.0
22549,322.0
22550,338.0
22551,352.0
22552,355.0
22553,349.0
22554,344.0
22555,344.0
22556,344.0
22557,341.0
22558,335.0
22559,332.0
22560,329.0
22561,330.0
22562,332.0
22563,335.0
22564,337.0
22565,339.0
22566,341.0
22567,341.0
22568,342.0
22569,352.0
22570,370.0
22571,377.0
22572,372.0
22573,364.0
22574,358.0
22575,356.0
22576,351.0
22577,344.0
22578,336.0
22579,330.0
22580,325.0
22581,324.0
22582,321.0
22583,320.0
22584,319.0
22585,319.0
22586,318.0
22587,320.0
22588,320.0
22589,324.0
22590,345.0
22591,363.0
22592,364.0
22593,358.0
22594,350.0
22595,348.0
22596,348.0
22597,344.0
22598,339.0
22599,335.0
22600,329.0
22601,326.0
22602,324.0
22603,322.0
22604,324.0
22605,325.0
22606,327.0
22607,328.0
22608,330.0
22609,330.0
22610,330.0
22611,337.0
22612,358.0
22613,373.0
22614,374.0
22615,367.0
22616,359.0
22617,355.0
22618,353.0
22619,349.0
22620,343.0
22621,338.0
22622,333.0
22623,329.0
22624,328.0
22625,325.0
22626,320.0
22627,318.0
22628,317.0
22629,318.0
22630,316.0
22631,316.0
22632,328.0
22633,349.0
22634,356.0
22635,351.0
22636,341.0
22637,337.0
22638,338.0
22639,336.0
22640,332.0
22641,328.0
22642,325.0
22643,326.0
22644,326.0
22645,327.0
22646,326.0
22647,327.0
22648,326.0
22649,325.0
22650,325.0
22651,326.0
22652,339.0
22653,366.0
22654,376.0
22655,369.0
22656,359.0
22657,353.0
22658,352.0
22659,350.0
22660,345.0
22661,340.0
22662,334.0
22663,332.0
22664,332.0
22665,330.0
22666,327.0
22667,325.0
22668,325.0
22669,326.0
22670,325.0
22671,324.0
22672,327.0
22673,343.0
22674,368.0
22675,374.0
22676,368.0
22677,360.0
22678,356.0
22679,356.0
22680,351.0
22681,344.0
22682,336.0
22683,332.0
22684,330.0
22685,332.0
22686,333.0
22687,333.0
22688,333.0
22689,331.0
22690,329.0
22691,329.0
22692,329.0
22693,331.0
22694,348.0
22695,367.0
22696,370.0
22697,362.0
22698,352.0
22699,347.0
22700,344.0
22701,340.0
22702,333.0
22703,328.0
22704,323.0
22705,319.0
22706,317.0
22707,316.0
22708,316.0
22709,315.0
22710,315.0
22711,316.0
22712,325.0
22713,351.0
22714,373.0
22715,371.0
22716,361.0
22717,350.0
22718,348.0
22719,349.0
22720,345.0
22721,337.0
22722,331.0
22723,327.0
22724,325.0
22725,324.0
22726,323.0
22727,322.0
22728,321.0
22729,321.0
22730,323.0
22731,326.0
22732,355.0
22733,384.0
22734,385.0
22735,374.0
22736,362.0
22737,358.0
22738,356.0
22739,350.0
22740,342.0
22741,335.0
22742,329.0
22743,326.0
22744,322.0
22745,321.0
22746,320.0
22747,318.0
22748,318.0
22749,320.0
22750,320.0
22751,321.0
22752,335.0
22753,369.0
22754,383.0
22755,377.0
22756,367.0
22757,359.0
22758,356.0
22759,356.0
22760,351.0
22761,345.0
22762,341.0
22763,337.0
22764,333.0
22765,329.0
22766,326.0
22767,321.0
22768,318.0
22769,316.0
22770,312.0
22771,312.0
22772,314.0
22773,334.0
22774,359.0
22775,362.0
22776,351.0
22777,339.0
22778,336.0
22779,336.0
22780,334.0
22781,328.0
22782,322.0
22783,317.0
22784,316.0
22785,317.0
22786,317.0
22787,317.0
22788,315.0
22789,316.0
22790,316.0
22791,316.0
22792,322.0
22793,356.0
22794,385.0
22795,386.0
22796,375.0
22797,365.0
22798,360.0
22799,355.0
22800,350.0
22801,343.0
22802,336.0
22803,331.0
22804,327.0
22805,325.0
22806,322.0
22807,320.0
22808,319.0
22809,317.0
22810,318.0
22811,319.0
22812,321.0
22813,328.0
22814,358.0
22815,382.0
22816,379.0
22817,370.0
22818,361.0
22819,357.0
22820,355.0
22821,352.0
22822,346.0
22823,340.0
22824,334.0
22825,331.0
22826,328.0
22827,327.0
22828,326.0
22829,324.0
22830,324.0
22831,323.0
22832,322.0
22833,321.0
22834,326.0
22835,347.0
22836,360.0
22837,355.0
22838,344.0
22839,337.0
22840,336.0
22841,335.0
22842,332.0
22843,328.0
22844,324.0
22845,322.0
22846,320.0
22847,320.0
22848,321.0
22849,319.0
22850,319.0
22851,321.0
22852,319.0
22853,335.0
22854,368.0
22855,378.0
22856,371.0
22857,360.0
22858,354.0
22859,352.0
22860,348.0
22861,343.0
22862,337.0
22863,332.0
22864,328.0
22865,326.0
22866,324.0
22867,323.0
22868,323.0
22869,324.0
22870,324.0
22871,324.0
22872,335.0
22873,367.0
22874,380.0
22875,371.0
22876,358.0
22877,351.0
22878,350.0
22879,349.0
22880,343.0
22881,336.0
22882,331.0
22883,327.0
22884,326.0
22885,325.0
22886,322.0
22887,323.0
22888,324.0
22889,325.0
22890,326.0
22891,327.0
22892,339.0
22893,367.0
22894,379.0
22895,371.0
22896,360.0
22897,353.0
22898,351.0
22899,350.0
22900,344.0
22901,338.0
22902,334.0
22903,332.0
22904,332.0
22905,330.0
22906,329.0
22907,324.0
22908,323.0
22909,323.0
22910,324.0
22911,327.0
22912,345.0
22913,358.0
22914,353.0
22915,342.0
22916,335.0
22917,336.0
22918,338.0
22919,337.0
22920,331.0
22921,326.0
22922,325.0
22923,325.0
22924,324.0
22925,323.0
22926,321.0
22927,321.0
22928,320.0
22929,326.0
22930,351.0
22931,372.0
22932,372.0
22933,361.0
22934,352.0
22935,349.0
22936,349.0
22937,347.0
22938,341.0
22939,335.0
22940,332.0
22941,330.0
22942,329.0
22943,327.0
22944,325.0
22945,322.0
22946,321.0
22947,322.0
22948,323.0
22949,342.0
22950,376.0
22951,384.0
22952,378.0
22953,368.0
22954,361.0
22955,357.0
22956,352.0
22957,344.0
22958,337.0
22959,332.0
22960,327.0
22961,325.0
22962,325.0
22963,323.0
22964,322.0
22965,322.0
22966,322.0
22967,323.0
22968,323.0
22969,326.0
22970,336.0
22971,364.0
22972,379.0
22973,373.0
22974,363.0
22975,355.0
22976,353.0
22977,352.0
22978,348.0
22979,341.0
22980,334.0
22981,330.0
22982,329.0
22983,328.0
22984,323.0
22985,320.0
22986,316.0
22987,316.0
22988,318.0
22989,321.0
22990,320.0
22991,326.0
22992,347.0
22993,357.0
22994,353.0
22995,343.0
22996,337.0
22997,338.0
22998,337.0
22999,335.0
23000,330.0
23001,325.0
23002,322.0
23003,322.0
23004,322.0
23005,320.0
23006,321.0
23007,322.0
23008,321.0
23009,323.0
23010,325.0
23011,328.0
23012,352.0
23013,374.0
23014,375.0
23015,366.0
23016,357.0
23017,352.0
23018,351.0
23019,347.0
23020,341.0
23021,335.0
23022,330.0
23023,328.0
23024,327.0
23025,327.0
23026,326.0
23027,324.0
23028,324.0
23029,324.0
23030,324.0
23031,326.0
23032,329.0
23033,351.0
23034,372.0
23035,375.0
23036,369.0
23037,360.0
23038,357.0
23039,354.0
23040,350.0
23041,343.0
23042,338.0
23043,335.0
23044,334.0
23045,332.0
23046,331.0
23047,330.0
23048,328.0
23049,326.0
23050,328.0
23051,329.0
23052,329.0
23053,330.0
23054,343.0
23055,358.0
23056,360.0
23057,353.0
23058,347.0
23059,345.0
23060,344.0
23061,341.0
23062,337.0
23063,334.0
23064,330.0
23065,327.0
23066,324.0
23067,323.0
23068,321.0
23069,322.0
23070,321.0
23071,321.0
23072,322.0
23073,324.0
23074,346.0
23075,361.0
23076,361.0
23077,352.0
23078,343.0
23079,342.0
23080,342.0
23081,339.0
23082,336.0
23083,334.0
23084,329.0
23085,327.0
23086,326.0
23087,327.0
23088,327.0
23089,326.0
23090,324.0
23091,325.0
23092,325.0
23093,330.0
23094,351.0
23095,373.0
23096,377.0
23097,370.0
23098,362.0
23099,357.0
23100,353.0
23101,347.0
23102,341.0
23103,337.0
23104,334.0
23105,331.0
23106,329.0
23107,327.0
23108,325.0
23109,325.0
23110,324.0
23111,324.0
23112,324.0
23113,325.0
23114,328.0
23115,345.0
23116,367.0
23117,371.0
23118,364.0
23119,357.0
23120,353.0
23121,352.0
23122,349.0
23123,343.0
23124,338.0
23125,335.0
23126,333.0
23127,331.0
23128,329.0
23129,327.0
23130,326.0
23131,327.0
23132,327.0
23133,327.0
23134,330.0
23135,333.0
23136,342.0
23137,359.0
23138,367.0
23139,365.0
23140,354.0
23141,348.0
23142,345.0
23143,340.0
23144,334.0
23145,330.0
23146,326.0
23147,324.0
23148,322.0
23149,321.0
23150,321.0
23151,319.0
23152,317.0
23153,317.0
23154,318.0
23155,324.0
23156,345.0
23157,359.0
23158,357.0
23159,348.0
23160,342.0
23161,343.0
23162,343.0
23163,342.0
23164,337.0
23165,333.0
23166,330.0
23167,328.0
23168,326.0
23169,325.0
23170,323.0
23171,322.0
23172,323.0
23173,324.0
23174,327.0
23175,346.0
23176,367.0
23177,371.0
23178,366.0
23179,359.0
23180,355.0
23181,353.0
23182,349.0
23183,341.0
23184,335.0
23185,331.0
23186,330.0
23187,330.0
23188,329.0
23189,327.0
23190,326.0
23191,326.0
23192,327.0
23193,328.0
23194,331.0
23195,349.0
23196,373.0
23197,379.0
23198,373.0
23199,365.0
23200,358.0
23201,357.0
23202,353.0
23203,346.0
23204,339.0
23205,335.0
23206,334.0
23207,334.0
23208,331.0
23209,330.0
23210,328.0
23211,327.0
23212,327.0
23213,326.0
23214,327.0
23215,330.0
23216,346.0
23217,356.0
23218,354.0
23219,345.0
23220,340.0
23221,339.0
23222,337.0
23223,332.0
23224,327.0
23225,323.0
23226,321.0
23227,319.0
23228,319.0
23229,319.0
23230,318.0
23231,318.0
23232,320.0
23233,321.0
23234,326.0
23235,348.0
23236,365.0
23237,364.0
23238,358.0
23239,351.0
23240,349.0
23241,349.0
23242,346.0
23243,340.0
23244,335.0
23245,331.0
23246,327.0
23247,326.0
23248,324.0
23249,322.0
23250,321.0
23251,323.0
23252,324.0
23253,325.0
23254,330.0
23255,352.0
23256,371.0
23257,373.0
23258,365.0
23259,355.0
23260,353.0
23261,352.0
23262,347.0
23263,342.0
23264,336.0
23265,333.0
23266,329.0
23267,327.0
23268,327.0
23269,327.0
23270,328.0
23271,329.0
23272,328.0
23273,329.0
23274,332.0
23275,336.0
23276,358.0
23277,376.0
23278,377.0
23279,368.0
23280,359.0
23281,357.0
23282,355.0
23283,351.0
23284,345.0
23285,340.0
23286,337.0
23287,336.0
23288,336.0
23289,337.0
23290,335.0
23291,332.0
23292,332.0
23293,331.0
23294,332.0
23295,333.0
23296,345.0
23297,363.0
23298,367.0
23299,360.0
23300,351.0
23301,347.0
23302,343.0
23303,336.0
23304,331.0
23305,325.0
23306,319.0
23307,314.0
23308,312.0
23309,312.0
23310,310.0
23311,309.0
23312,312.0
23313,317.0
23314,335.0
23315,348.0
23316,346.0
23317,338.0
23318,332.0
23319,333.0
23320,336.0
23321,332.0
23322,333.0
23323,338.0
23324,337.0
23325,335.0
23326,332.0
23327,327.0
23328,324.0
23329,324.0
23330,348.0
23331,380.0
23332,386.0
23333,377.0
23334,365.0
23335,354.0
23336,351.0
23337,346.0
23338,341.0
23339,333.0
23340,328.0
23341,325.0
23342,320.0
23343,317.0
23344,316.0
23345,316.0
23346,316.0
23347,330.0
23348,376.0
23349,400.0
23350,392.0
23351,374.0
23352,360.0
23353,354.0
23354,349.0
23355,342.0
23356,333.0
23357,326.0
23358,321.0
23359,317.0
23360,316.0
23361,313.0
23362,310.0
23363,310.0
23364,311.0
23365,310.0
23366,312.0
23367,324.0
23368,371.0
23369,408.0
23370,403.0
23371,386.0
23372,376.0
23373,371.0
23374,364.0
23375,356.0
23376,345.0
23377,335.0
23378,331.0
23379,343.0
23380,369.0
23381,413.0
23382,429.0
23383,434.0
23384,429.0
23385,403.0
23386,380.0
23387,374.0
23388,371.0
23389,373.0
23390,383.0
23391,382.0
23392,382.0
23393,377.0
23394,369.0
23395,366.0
23396,360.0
23397,349.0
23398,351.0
23399,377.0
23400,439.0
23401,538.0
23402,620.0
23403,637.0
23404,610.0
23405,594.0
23406,575.0
23407,563.0
23408,567.0
23409,563.0
23410,555.0
23411,536.0
23412,478.0
23413,399.0
23414,341.0
23415,308.0
23416,315.0
23417,342.0
23418,350.0
23419,335.0
23420,321.0
23421,322.0
23422,322.0
23423,308.0
23424,277.0
23425,234.0
23426,190.0
23427,123.0
23428,49.0
23429,0.0
23430,0.0
23431,0.0
23432,0.0
23433,3.0
23434,19.0
23435,41.0
23436,69.0
23437,101.0
23438,104.0
23439,117.0
23440,141.0
23441,173.0
23442,208.0
23443,250.0
23444,299.0
23445,348.0
23446,388.0
23447,411.0
23448,419.0
23449,410.0
23450,400.0
23451,395.0
23452,403.0
23453,419.0
23454,421.0
23455,409.0
23456,393.0
23457,381.0
23458,370.0
23459,358.0
23460,345.0
23461,333.0
23462,321.0
23463,317.0
23464,318.0
23465,320.0
23466,324.0
23467,328.0
23468,331.0
23469,336.0
23470,340.0
23471,347.0
23472,358.0
23473,357.0
23474,351.0
23475,346.0
23476,343.0
23477,342.0
23478,343.0
23479,343.0
23480,340.0
23481,337.0
23482,335.0
23483,335.0
23484,335.0
23485,333.0
23486,331.0
23487,336.0
23488,351.0
23489,355.0
23490,349.0
23491,340.0
23492,336.0
23493,337.0
23494,335.0
23495,334.0
23496,331.0
23497,329.0
23498,329.0
23499,329.0
23500,331.0
23501,334.0
23502,336.0
23503,342.0
23504,371.0
23505,390.0
23506,385.0
23507,374.0
23508,361.0
23509,354.0
23510,351.0
23511,346.0
23512,339.0
23513,333.0
23514,330.0
23515,329.0
23516,329.0
23517,330.0
23518,331.0
23519,329.0
23520,335.0
23521,369.0
23522,396.0
23523,390.0
23524,372.0
23525,356.0
23526,351.0
23527,350.0
23528,345.0
23529,336.0
23530,330.0
23531,326.0
23532,325.0
23533,325.0
23534,324.0
23535,323.0
23536,321.0
23537,320.0
23538,321.0
23539,324.0
23540,339.0
23541,389.0
23542,410.0
23543,395.0
23544,372.0
23545,358.0
23546,354.0
23547,350.0
23548,343.0
23549,335.0
23550,327.0
23551,322.0
23552,323.0
23553,324.0
23554,328.0
23555,329.0
23556,326.0
23557,326.0
23558,327.0
23559,328.0
23560,331.0
23561,350.0
23562,382.0
23563,383.0
23564,366.0
23565,349.0
23566,341.0
23567,340.0
23568,336.0
23569,331.0
23570,325.0
23571,320.0
23572,316.0
23573,313.0
23574,314.0
23575,314.0
23576,314.0
23577,311.0
23578,311.0
23579,313.0
23580,315.0
23581,334.0
23582,357.0
23583,356.0
23584,341.0
23585,327.0
23586,324.0
23587,327.0
23588,328.0
23589,327.0
23590,324.0
23591,323.0
23592,324.0
23593,326.0
23594,327.0
23595,327.0
23596,325.0
23597,328.0
23598,328.0
23599,330.0
23600,347.0
23601,381.0
23602,387.0
23603,369.0
23604,351.0
23605,343.0
23606,343.0
23607,342.0
23608,339.0
23609,327.0
23610,295.0
23611,212.0
23612,82.0
23613,44.0
23614,187.0
23615,405.0
23616,521.0
23617,385.0
23618,161.0
23619,119.0
23620,279.0
23621,435.0
23622,485.0
23623,482.0
23624,461.0
23625,442.0
23626,428.0
23627,414.0
23628,399.0
23629,383.0
23630,374.0
23631,368.0
23632,364.0
23633,361.0
23634,357.0
23635,351.0
23636,346.0
23637,343.0
23638,341.0
23639,341.0
23640,348.0
23641,373.0
23642,378.0
23643,367.0
23644,349.0
23645,338.0
23646,336.0
23647,335.0
23648,331.0
23649,324.0
23650,319.0
23651,316.0
23652,315.0
23653,316.0
23654,316.0
23655,315.0
23656,316.0
23657,316.0
23658,318.0
23659,323.0
23660,347.0
23661,372.0
23662,369.0
23663,354.0
23664,342.0
23665,340.0
23666,343.0
23667,341.0
23668,336.0
23669,330.0
23670,329.0
23671,328.0
23672,327.0
23673,326.0
23674,326.0
23675,325.0
23676,324.0
23677,325.0
23678,328.0
23679,333.0
23680,361.0
23681,390.0
23682,384.0
23683,367.0
23684,352.0
23685,347.0
23686,348.0
23687,345.0
23688,338.0
23689,330.0
23690,325.0
23691,324.0
23692,325.0
23693,324.0
23694,324.0
23695,324.0
23696,324.0
23697,324.0
23698,324.0
23699,326.0
23700,337.0
23701,370.0
23702,382.0
23703,372.0
23704,358.0
23705,352.0
23706,352.0
23707,352.0
23708,345.0
23709,337.0
23710,332.0
23711,330.0
23712,328.0
23713,327.0
23714,326.0
23715,326.0
23716,328.0
23717,329.0
23718,329.0
23719,330.0
23720,332.0
23721,347.0
23722,373.0
23723,376.0
23724,365.0
23725,353.0
23726,348.0
23727,347.0
23728,345.0
23729,339.0
23730,334.0
23731,328.0
23732,326.0
23733,324.0
23734,322.0
23735,322.0
23736,318.0
23737,315.0
23738,316.0
23739,317.0
23740,320.0
23741,329.0
23742,351.0
23743,359.0
23744,351.0
23745,342.0
23746,338.0
23747,339.0
23748,340.0
23749,336.0
23750,332.0
23751,328.0
23752,328.0
23753,330.0
23754,330.0
23755,331.0
23756,330.0
23757,329.0
23758,330.0
23759,330.0
23760,330.0
23761,334.0
23762,354.0
23763,371.0
23764,367.0
23765,356.0
23766,348.0
23767,347.0
23768,349.0
23769,347.0
23770,342.0
23771,336.0
23772,333.0
23773,332.0
23774,331.0
23775,330.0
23776,331.0
23777,331.0
23778,328.0
23779,325.0
23780,324.0
23781,326.0
23782,337.0
23783,361.0
23784,370.0
23785,364.0
23786,356.0
23787,352.0
23788,352.0
23789,351.0
23790,349.0
23791,344.0
23792,340.0
23793,337.0
23794,333.0
23795,333.0
23796,332.0
23797,328.0
23798,327.0
23799,327.0
23800,330.0
23801,333.0
23802,337.0
23803,355.0
23804,362.0
23805,356.0
23806,343.0
23807,337.0
23808,341.0
23809,345.0
23810,341.0
23811,333.0
23812,327.0
23813,325.0
23814,324.0
23815,325.0
23816,328.0
23817,329.0
23818,328.0
23819,328.0
23820,328.0
23821,346.0
23822,361.0
23823,359.0
23824,349.0
23825,341.0
23826,341.0
23827,342.0
23828,338.0
23829,331.0
23830,326.0
23831,325.0
23832,324.0
23833,324.0
23834,324.0
23835,323.0
23836,323.0
23837,328.0
23838,349.0
23839,368.0
23840,368.0
23841,356.0
23842,345.0
23843,345.0
23844,347.0
23845,345.0
23846,341.0
23847,335.0
23848,330.0
23849,326.0
23850,324.0
23851,326.0
23852,329.0
23853,328.0
23854,328.0
23855,348.0
23856,374.0
23857,376.0
23858,364.0
23859,353.0
23860,350.0
23861,350.0
23862,347.0
23863,340.0
23864,334.0
23865,330.0
23866,327.0
23867,327.0
23868,327.0
23869,326.0
23870,326.0
23871,326.0
23872,326.0
23873,327.0
23874,347.0
23875,379.0
23876,382.0
23877,368.0
23878,355.0
23879,350.0
23880,349.0
23881,346.0
23882,338.0
23883,330.0
23884,326.0
23885,322.0
23886,321.0
23887,320.0
23888,318.0
23889,315.0
23890,315.0
23891,316.0
23892,318.0
23893,326.0
23894,358.0
23895,373.0
23896,366.0
23897,352.0
23898,342.0
23899,340.0
23900,341.0
23901,337.0
23902,330.0
23903,325.0
23904,323.0
23905,320.0
23906,319.0
23907,319.0
23908,319.0
23909,318.0
23910,318.0
23911,320.0
23912,321.0
23913,337.0
23914,374.0
23915,383.0
23916,372.0
23917,357.0
23918,350.0
23919,349.0
23920,347.0
23921,340.0
23922,333.0
23923,328.0
23924,325.0
23925,324.0
23926,324.0
23927,322.0
23928,322.0
23929,321.0
23930,321.0
23931,322.0
23932,321.0
23933,324.0
23934,350.0
23935,380.0
23936,380.0
23937,365.0
23938,353.0
23939,350.0
23940,350.0
23941,347.0
23942,341.0
23943,335.0
23944,331.0
23945,329.0
23946,330.0
23947,328.0
23948,329.0
23949,328.0
23950,327.0
23951,326.0
23952,327.0
23953,327.0
23954,335.0
23955,362.0
23956,376.0
23957,369.0
23958,356.0
23959,348.0
23960,347.0
23961,346.0
23962,342.0
23963,334.0
23964,329.0
23965,325.0
23966,324.0
23967,323.0
23968,322.0
23969,319.0
23970,319.0
23971,319.0
23972,320.0
23973,322.0
23974,342.0
23975,365.0
23976,363.0
23977,349.0
23978,338.0
23979,335.0
23980,339.0
23981,339.0
23982,336.0
23983,332.0
23984,329.0
23985,329.0
23986,330.0
23987,330.0
23988,327.0
23989,326.0
23990,325.0
23991,326.0
23992,330.0
23993,356.0
23994,384.0
23995,382.0
23996,365.0
23997,352.0
23998,347.0
23999,347.0
24000,344.0
24001,338.0
24002,333.0
24003,329.0
24004,329.0
24005,326.0
24006,325.0
24007,324.0
24008,322.0
24009,321.0
24010,321.0
24011,321.0
24012,337.0
24013,370.0
24014,379.0
24015,367.0
24016,356.0
24017,350.0
24018,347.0
24019,346.0
24020,342.0
24021,336.0
24022,329.0
24023,326.0
24024,323.0
24025,322.0
24026,322.0
24027,321.0
24028,321.0
24029,322.0
24030,328.0
24031,336.0
24032,361.0
24033,385.0
24034,383.0
24035,366.0
24036,356.0
24037,352.0
24038,350.0
24039,345.0
24040,339.0
24041,334.0
24042,332.0
24043,329.0
24044,328.0
24045,327.0
24046,325.0
24047,325.0
24048,326.0
24049,324.0
24050,325.0
24051,333.0
24052,356.0
24053,366.0
24054,359.0
24055,345.0
24056,335.0
24057,335.0
24058,337.0
24059,334.0
24060,329.0
24061,324.0
24062,321.0
24063,319.0
24064,319.0
24065,320.0
24066,322.0
24067,322.0
24068,323.0
24069,323.0
24070,331.0
24071,364.0
24072,384.0
24073,374.0
24074,360.0
24075,350.0
24076,348.0
24077,348.0
24078,343.0
24079,335.0
24080,326.0
24081,322.0
24082,320.0
24083,322.0
24084,324.0
24085,322.0
24086,320.0
24087,320.0
24088,320.0
24089,323.0
24090,325.0
24091,344.0
24092,379.0
24093,386.0
24094,374.0
24095,360.0
24096,352.0
24097,351.0
24098,351.0
24099,346.0
24100,339.0
24101,334.0
24102,333.0
24103,334.0
24104,334.0
24105,331.0
24106,338.0
24107,348.0
24108,329.0
24109,263.0
24110,141.0
24111,0.0
24112,0.0
24113,0.0
24114,0.0
24115,0.0
24116,0.0
24117,0.0
24118,0.0
24119,0.0
24120,0.0
24121,0.0
24122,0.0
24123,0.0
24124,0.0
24125,0.0
24126,0.0
24127,0.0
24128,0.0
24129,0.0
24130,0.0
24131,0.0
24132,0.0
24133,0.0
24134,0.0
24135,0.0
24136,0.0
24137,0.0
24138,0.0
24139,0.0
24140,0.0
24141,0.0
24142,0.0
24143,0.0
24144,19.0
24145,99.0
24146,454.0
24147,662.0
24148,662.0
24149,662.0
24150,662.0
24151,662.0
24152,662.0
24153,662.0
24154,662.0
24155,662.0
24156,662.0
24157,662.0
24158,662.0
24159,662.0
24160,662.0
24161,662.0
24162,662.0
24163,662.0
24164,662.0
24165,662.0
24166,662.0
24167,662.0
24168,662.0
24169,662.0
24170,662.0
24171,662.0
24172,662.0
24173,662.0
24174,662.0
24175,662.0
24176,662.0
24177,662.0
24178,662.0
24179,662.0
24180,662.0
24181,662.0
24182,662.0
24183,662.0
24184,662.0
24185,662.0
24186,662.0
24187,662.0
24188,662.0
24189,662.0
24190,662.0
24191,662.0
24192,662.0
24193,662.0
24194,662.0
24195,662.0
24196,662.0
24197,661.0
24198,652.0
24199,641.0
24200,629.0
24201,617.0
24202,605.0
24203,594.0
24204,583.0
24205,572.0
24206,563.0
24207,553.0
24208,544.0
24209,535.0
24210,527.0
24211,519.0
24212,512.0
24213,505.0
24214,499.0
24215,493.0
24216,487.0
24217,481.0
24218,476.0
24219,471.0
24220,467.0
24221,462.0
24222,458.0
24223,454.0
24224,451.0
24225,447.0
24226,444.0
24227,441.0
24228,438.0
24229,435.0
24230,432.0
24231,430.0
24232,428.0
24233,426.0
24234,423.0
24235,421.0
24236,419.0
24237,417.0
24238,415.0
24239,414.0
24240,412.0
24241,410.0
24242,409.0
24243,407.0
24244,406.0
24245,404.0
24246,403.0
24247,402.0
24248,401.0
24249,399.0
24250,398.0
24251,397.0
24252,396.0
24253,394.0
24254,393.0
24255,392.0
24256,392.0
24257,391.0
24258,390.0
24259,389.0
24260,388.0
24261,388.0
24262,387.0
24263,386.0
24264,385.0
24265,385.0
24266,384.0
24267,384.0
24268,383.0
24269,383.0
24270,382.0
24271,382.0
24272,381.0
24273,380.0
24274,380.0
24275,379.0
24276,378.0
24277,378.0
24278,378.0
24279,377.0
24280,376.0
24281,375.0
24282,375.0
24283,374.0
24284,374.0
24285,373.0
24286,373.0
24287,373.0
24288,372.0
24289,371.0
24290,371.0
24291,371.0
24292,371.0
24293,370.0
24294,369.0
24295,369.0
24296,369.0
24297,368.0
24298,368.0
24299,368.0
24300,368.0
24301,367.0
24302,367.0
24303,366.0
24304,366.0
24305,366.0
24306,366.0
24307,365.0
24308,365.0
24309,364.0
24310,364.0
24311,364.0
24312,363.0
24313,363.0
24314,362.0
24315,362.0
24316,362.0
24317,362.0
24318,361.0
24319,361.0
24320,361.0
24321,361.0
24322,360.0
24323,360.0
24324,359.0
24325,359.0
24326,359.0
24327,359.0
24328,359.0
24329,359.0
24330,359.0
24331,359.0
24332,359.0
24333,358.0
24334,358.0
24335,358.0
24336,358.0
24337,358.0
24338,358.0
24339,358.0
24340,358.0
24341,358.0
24342,358.0
24343,358.0
24344,357.0
24345,357.0
24346,357.0
24347,356.0
24348,356.0
24349,356.0
24350,356.0
24351,356.0
24352,356.0
24353,356.0
24354,356.0
24355,355.0
24356,355.0
24357,355.0
24358,355.0
24359,354.0
24360,354.0
24361,354.0
24362,354.0
24363,353.0
24364,353.0
24365,353.0
24366,353.0
24367,353.0
24368,352.0
24369,353.0
24370,353.0
24371,353.0
24372,353.0
24373,352.0
24374,352.0
24375,352.0
24376,352.0
24377,352.0
24378,352.0
24379,352.0
24380,352.0
24381,352.0
24382,351.0
24383,351.0
24384,351.0
24385,351.0
24386,351.0
24387,351.0
24388,351.0
24389,351.0
24390,351.0
24391,351.0
24392,351.0
24393,351.0
24394,350.0
24395,350.0
24396,350.0
24397,350.0
24398,349.0
24399,350.0
24400,350.0
24401,350.0
24402,350.0
24403,350.0
24404,350.0
24405,350.0
24406,349.0
24407,349.0
24408,349.0
24409,349.0
24410,349.0
24411,349.0
24412,349.0
24413,349.0
24414,349.0
24415,348.0
24416,348.0
24417,348.0
24418,349.0
24419,348.0
24420,348.0
24421,347.0
24422,347.0
24423,347.0
24424,347.0
24425,348.0
24426,348.0
24427,348.0
24428,347.0
24429,347.0
24430,347.0
24431,347.0
24432,347.0
24433,347.0
24434,347.0
24435,347.0
24436,346.0
24437,346.0
24438,347.0
24439,347.0
24440,347.0
24441,347.0
24442,347.0
24443,346.0
24444,346.0
24445,346.0
24446,346.0
24447,346.0
24448,346.0
24449,346.0
24450,346.0
24451,346.0
24452,346.0
24453,346.0
24454,346.0
24455,345.0
24456,345.0
24457,345.0
24458,345.0
24459,345.0
24460,345.0
24461,345.0
24462,345.0
24463,345.0
24464,345.0
24465,345.0
24466,345.0
24467,345.0
24468,345.0
24469,345.0
24470,345.0
24471,346.0
24472,345.0
24473,345.0
24474,345.0
24475,345.0
24476,345.0
24477,345.0
24478,345.0
24479,345.0
24480,345.0
24481,345.0
24482,346.0
24483,346.0
24484,345.0
24485,345.0
24486,345.0
24487,345.0
24488,345.0
24489,345.0
24490,345.0
24491,345.0
24492,345.0
24493,345.0
24494,345.0
24495,345.0
24496,345.0
24497,345.0
24498,345.0
24499,345.0
24500,345.0
24501,345.0
24502,345.0
24503,345.0
24504,345.0
24505,344.0
24506,344.0
24507,344.0
24508,344.0
24509,344.0
24510,345.0
24511,344.0
24512,344.0
24513,345.0
24514,345.0
24515,345.0
24516,345.0
24517,345.0
24518,344.0
24519,344.0
24520,344.0
24521,344.0
24522,344.0
24523,343.0
24524,344.0
24525,344.0
24526,344.0
24527,343.0
24528,343.0
24529,343.0
24530,343.0
24531,343.0
24532,343.0
24533,343.0
24534,343.0
24535,343.0
24536,343.0
24537,343.0
24538,343.0
